,"
UF","
Código do Município","
Município",Fevereiro/2025,Pop IBGE 2024,%,
,RS,430130,Rs-Arroio Grande,2.377,17.887,"13,29%",
,RS,430140,Rs-Arvorezinha,1.601,10.545,"15,18%",
,RS,430150,Rs-Augusto Pestana,1.093,7.302,"14,97%",
,RS,430155,Rs-Aurea,272,3.460,"7,86%",
,RS,430160,Rs-Bage,18.289,121.900,"15,00%",
,RS,430163,Rs-Balneario Pinhal,1.228,15.371,"7,99%",
,RS,430165,Rs-Barao,1.932,6.489,"29,77%",
,RS,430170,Rs-Barao de Cotegipe,1.329,7.313,"18,17%",
,RS,430175,Rs-Barao do Triunfo,297,5.983,"4,96%",
,RS,430180,Rs-Barracao,487,4.920,"9,90%",
,RS,430185,Rs-Barra do Guarita,153,3.230,"4,74%",
,RS,430187,Rs-Barra do Quarai,880,4.337,"20,29%",
,RS,430190,Rs-Barra do Ribeiro,2.512,12.475,"20,14%",
,RS,430192,Rs-Barra do Rio Azul,162,1.724,"9,40%",
,RS,430195,Rs-Barra Funda,708,2.555,"27,71%",
,RS,430200,Rs-Barros Cassal,720,9.442,"7,63%",
,RS,430205,Rs-Benjamin Constant do Sul,64,2.120,"3,02%",
,RS,430210,Rs-Bento Goncalves,44.988,127.775,"35,21%",
,RS,430215,Rs-Boa Vista das Missoes,250,1.969,"12,70%",
,RS,430220,Rs-Boa Vista do Burica,1.591,7.125,"22,33%",
,RS,430222,Rs-Boa Vista do Cadeado,336,2.271,"14,80%",
,RS,430223,Rs-Boa Vista do Incra,262,2.315,"11,32%",
,RS,430225,Rs-Boa Vista do Sul,619,2.815,"21,99%",
,RS,430230,Rs-Bom Jesus,4.085,11.431,"35,74%",
,RS,430235,Rs-Bom Principio,5.828,13.650,"42,70%",
,RS,430237,Rs-Bom Progresso,168,2.134,"7,87%",
,RS,430240,Rs-Bom Retiro do Sul,3.415,12.578,"27,15%",
,RS,430245,Rs-Boqueirao do Leao,415,6.215,"6,68%",
,RS,430250,Rs-Bossoroca,759,5.988,"12,68%",
,RS,430258,Rs-Bozano,132,2.195,"6,01%",
,RS,430260,Rs-Braga,180,3.326,"5,41%",
,RS,430265,Rs-Brochier,713,5.079,"14,04%",
,RS,430270,Rs-Butia,3.577,19.433,"18,41%",
,RS,430280,Rs-Cacapava do Sul,5.620,33.508,"16,77%",
,RS,430290,Rs-Cacequi,1.447,11.324,"12,78%",
,RS,430300,Rs-Cachoeira do Sul,13.926,82.250,"16,93%",
,RS,430310,Rs-Cachoeirinha,40.869,141.303,"28,92%",
,RS,430320,Rs-Cacique Doble,250,4.694,"5,33%",
,RS,430330,Rs-Caibate,822,4.797,"17,14%",
,RS,430340,Rs-Caicara,320,4.933,"6,49%",
,RS,430350,Rs-Camaqua,11.488,63.959,"17,96%",
,RS,430355,Rs-Camargo,564,3.056,"18,46%",
,RS,430360,Rs-Cambara do Sul,1.273,6.492,"19,61%",
,RS,430367,Rs-Campestre da Serra,378,3.311,"11,42%",
,RS,430370,Rs-Campina das Missoes,612,6.001,"10,20%",
,RS,430380,Rs-Campinas do Sul,714,5.390,"13,25%",
,RS,430390,Rs-Campo Bom,27.965,64.704,"43,22%",
,RS,430400,Rs-Campo Novo,1.044,5.068,"20,60%",
,RS,430410,Rs-Campos Borges,366,3.693,"9,91%",
,RS,430420,Rs-Candelaria,5.413,29.783,"18,17%",
,RS,430430,Rs-Candido Godoi,1.265,6.421,"19,70%",
,RS,430435,Rs-Candiota,2.500,10.992,"22,74%",
,RS,430440,Rs-Canela,10.235,50.613,"20,22%",
,RS,430450,Rs-Cangucu,4.515,50.998,"8,85%",
,RS,430460,Rs-Canoas,91.759,359.554,"25,52%",
,RS,430461,Rs-Canudos do Vale,170,1.687,"10,08%",
,RS,430462,Rs-Capao Bonito do Sul,292,1.769,"16,51%",
,RS,430463,Rs-Capao da Canoa,12.628,66.012,"19,13%",
,RS,430465,Rs-Capao do Cipo,378,3.186,"11,86%",
,RS,430466,Rs-Capao do Leao,3.639,27.389,"13,29%",
,RS,430467,Rs-Capivari do Sul,1.070,4.079,"26,23%",
,RS,430468,Rs-Capela de Santana,1.180,11.416,"10,34%",
,RS,430469,Rs-Capitao,354,2.991,"11,84%",
,RS,430470,Rs-Carazinho,14.608,63.638,"22,95%",
,RS,430471,Rs-Caraa,902,7.553,"11,94%",
,RS,430480,Rs-Carlos Barbosa,14.561,31.528,"46,18%",
,RS,430485,Rs-Carlos Gomes,35,1.387,"2,52%",
,RS,430490,Rs-Casca,3.292,9.689,"33,98%",
,RS,430495,Rs-Caseiros,406,3.064,"13,25%",
,RS,430500,Rs-Catuipe,992,8.840,"11,22%",
,RS,430510,Rs-Caxias do Sul,173.281,479.256,"36,16%",
,RS,430511,Rs-Centenario,194,2.779,"6,98%",
,RS,430512,Rs-Cerrito,291,5.915,"4,92%",
,RS,430513,Rs-Cerro Branco,196,3.865,"5,07%",
,RS,430515,Rs-Cerro Grande,108,2.429,"4,45%",
,RS,430517,Rs-Cerro Grande do Sul,858,9.343,"9,18%",
,RS,430520,Rs-Cerro Largo,3.242,14.009,"23,14%",
,RS,430530,Rs-Chapada,2.155,9.748,"22,11%",
,RS,430535,Rs-Charqueadas,6.296,36.109,"17,44%",
,RS,430537,Rs-Charrua,172,2.807,"6,13%",
,RS,430540,Rs-Chiapeta,762,3.992,"19,09%",
,RS,430543,Rs-Chui,1.994,6.405,"31,13%",
,RS,430544,Rs-Chuvisca,190,4.686,"4,05%",
,RS,430545,Rs-Cidreira,1.573,17.538,"8,97%",
,RS,430550,Rs-Ciriaco,507,4.215,"12,03%",
,RS,430558,Rs-Colinas,301,2.474,"12,17%",
,RS,430560,Rs-Colorado,364,3.319,"10,97%",
,RS,430570,Rs-Condor,2.003,6.539,"30,63%",
,RS,430580,Rs-Constantina,1.924,10.623,"18,11%",
,RS,430583,Rs-Coqueiro Baixo,50,1.311,"3,81%",
,RS,430585,Rs-Coqueiros do Sul,192,2.251,"8,53%",
,RS,430587,Rs-Coronel Barros,395,2.892,"13,66%",
,RS,430590,Rs-Coronel Bicaco,743,6.230,"11,93%",
,RS,430593,Rs-Coronel Pilar,116,1.638,"7,08%",
,RS,430595,Rs-Cotipora,746,3.926,"19,00%",
,RS,430597,Rs-Coxilha,776,2.719,"28,54%",
,RS,430600,Rs-Crissiumal,2.214,13.127,"16,87%",
,RS,430605,Rs-Cristal,1.137,7.454,"15,25%",
,RS,430607,Rs-Cristal do Sul,78,2.746,"2,84%",
,RS,430610,Rs-Cruz Alta,13.258,60.486,"21,92%",
,RS,430613,Rs-Cruzaltense,72,1.655,"4,35%",
,RS,430620,Rs-Cruzeiro do Sul,2.758,12.571,"21,94%",
,RS,430630,Rs-David Canabarro,424,4.403,"9,63%",
,RS,430632,Rs-Derrubadas,210,2.797,"7,51%",
,RS,430635,Rs-Dezesseis de Novembro,90,2.544,"3,54%",
,RS,430637,Rs-Dilermando de Aguiar,322,2.859,"11,26%",
,RS,430640,Rs-Dois Irmaos,11.721,31.769,"36,89%",
,RS,430642,Rs-Dois Irmaos das Missoes,291,2.133,"13,64%",
,RS,430645,Rs-Dois Lajeados,653,3.158,"20,68%",
,RS,430650,Rs-Dom Feliciano,749,13.291,"5,64%",
,RS,430655,Rs-Dom Pedro de Alcantara,312,2.617,"11,92%",
,RS,430660,Rs-Dom Pedrito,6.623,38.094,"17,39%",
,RS,430670,Rs-Dona Francisca,236,3.136,"7,53%",
,RS,430673,Rs-Doutor Mauricio Cardoso,367,4.542,"8,08%",
,RS,430675,Rs-Doutor Ricardo,243,1.925,"12,62%",
,RS,430676,Rs-Eldorado do Sul,16.169,40.954,"39,48%",
,RS,430680,Rs-Encantado,7.930,23.494,"33,75%",
,RS,430690,Rs-Encruzilhada do Sul,3.665,24.280,"15,09%",
,RS,430692,Rs-Engenho Velho,75,1.317,"5,69%",
,RS,430693,Rs-Entre-Ijuis,1.423,9.364,"15,20%",
,RS,430695,Rs-Entre Rios do Sul,201,2.731,"7,36%",
,RS,430697,Rs-Erebango,208,3.121,"6,66%",
,RS,430700,Rs-Erechim,40.542,109.497,"37,03%",
,RS,430705,Rs-Ernestina,445,3.097,"14,37%",
,RS,430710,Rs-Herval,478,6.307,"7,58%",
,RS,430720,Rs-Erval Grande,606,5.029,"12,05%",
,RS,430730,Rs-Erval Seco,635,6.902,"9,20%",
,RS,430740,Rs-Esmeralda,430,3.264,"13,17%",
,RS,430745,Rs-Esperanca do Sul,265,3.294,"8,04%",
,RS,430750,Rs-Espumoso,3.259,15.478,"21,06%",
,RS,430755,Rs-Estacao,1.896,5.688,"33,33%",
,RS,430760,Rs-Estancia Velha,13.100,49.440,"26,50%",
,RS,430770,Rs-Esteio,20.018,78.181,"25,60%",
,RS,430780,Rs-Estrela,11.837,33.243,"35,61%",
,RS,430781,Rs-Estrela Velha,359,3.120,"11,51%",
,RS,430783,Rs-Eugenio de Castro,298,2.685,"11,10%",
,RS,430786,Rs-Fagundes Varela,452,2.620,"17,25%",
,RS,430790,Rs-Farroupilha,27.443,72.477,"37,86%",
,RS,430800,Rs-Faxinal do Soturno,1.296,6.846,"18,93%",
,RS,430805,Rs-Faxinalzinho,131,2.572,"5,09%",
,RS,430807,Rs-Fazenda Vilanova,893,4.399,"20,30%",
,RS,430810,Rs-Feliz,3.709,13.979,"26,53%",
,RS,430820,Rs-Flores da Cunha,13.230,31.973,"41,38%",
,RS,430825,Rs-Floriano Peixoto,64,1.694,"3,78%",
,RS,430830,Rs-Fontoura Xavier,963,9.721,"9,91%",
,RS,430840,Rs-Formigueiro,607,6.533,"9,29%",
,RS,430843,Rs-Forquetinha,200,2.441,"8,19%",
,RS,430845,Rs-Fortaleza dos Valos,643,4.569,"14,07%",
,RS,430850,Rs-Frederico Westphalen,9.622,33.684,"28,57%",
,RS,430860,Rs-Garibaldi,16.568,35.522,"46,64%",
,RS,430865,Rs-Garruchos,213,2.729,"7,81%",
,RS,430870,Rs-Gaurama,789,5.780,"13,65%",
,RS,430880,Rs-General Camara,442,7.751,"5,70%",
,RS,430885,Rs-Gentil,193,1.783,"10,82%",
,RS,430890,Rs-Getulio Vargas,4.120,16.950,"24,31%",
,RS,430900,Rs-Girua,2.745,16.282,"16,86%",
,RS,430905,Rs-Glorinha,1.585,7.842,"20,21%",
,RS,430910,Rs-Gramado,20.105,41.621,"48,30%",
,RS,430912,Rs-Gramado dos Loureiros,95,2.049,"4,64%",
,RS,430915,Rs-Gramado Xavier,181,3.356,"5,39%",
,RS,430920,Rs-Gravatai,58.127,275.294,"21,11%",
,RS,430925,Rs-Guabiju,208,1.442,"14,42%",
,RS,430930,Rs-Guaiba,19.081,95.956,"19,89%",
,RS,430940,Rs-Guapore,8.515,26.138,"32,58%",
,RS,430950,Rs-Guarani das Missoes,959,7.553,"12,70%",
,RS,430955,Rs-Harmonia,1.507,5.524,"27,28%",
,RS,430957,Rs-Herveiras,93,2.608,"3,57%",
,RS,430960,Rs-Horizontina,5.371,19.246,"27,91%",
,RS,430965,Rs-Hulha Negra,2.055,6.102,"33,68%",
,RS,430970,Rs-Humaita,748,4.774,"15,67%",
,RS,430975,Rs-Ibarama,169,3.793,"4,46%",
,RS,430980,Rs-Ibiaca,637,4.618,"13,79%",
,RS,430990,Rs-Ibiraiaras,1.012,6.830,"14,82%",
,RS,430995,Rs-Ibirapuita,274,3.793,"7,22%",
,RS,431000,Rs-Ibiruba,7.000,22.082,"31,70%",
,RS,431010,Rs-Igrejinha,12.568,34.763,"36,15%",
,RS,431020,Rs-Ijui,24.485,87.775,"27,90%",
,RS,431030,Rs-Ilopolis,600,4.245,"14,13%",
,RS,431033,Rs-Imbe,3.192,27.931,"11,43%",
,RS,431036,Rs-Imigrante,1.220,3.148,"38,75%",
,RS,431040,Rs-Independencia,972,6.558,"14,82%",
,RS,431041,Rs-Inhacora,92,2.049,"4,49%",
,RS,431043,Rs-Ipe,1.278,5.496,"23,25%",
,RS,431046,Rs-Ipiranga do Sul,158,1.750,"9,03%",
,RS,431050,Rs-Irai,654,7.624,"8,58%",
,RS,431053,Rs-Itaara,1.183,5.706,"20,73%",
,RS,431055,Rs-Itacurubi,230,3.042,"7,56%",
,RS,431057,Rs-Itapuca,52,1.967,"2,64%",
,RS,431060,Rs-Itaqui,7.965,36.830,"21,63%",
,RS,431065,Rs-Itati,244,2.695,"9,05%",
,RS,431070,Rs-Itatiba do Sul,149,3.249,"4,59%",
,RS,431075,Rs-Ivora,94,1.964,"4,79%",
,RS,431080,Rs-Ivoti,8.047,23.533,"34,19%",
,RS,431085,Rs-Jaboticaba,328,3.850,"8,52%",
,RS,431087,Rs-Jacuizinho,149,2.070,"7,20%",
,RS,431090,Rs-Jacutinga,531,3.401,"15,61%",
,RS,431100,Rs-Jaguarao,3.967,27.406,"14,47%",
,RS,431110,Rs-Jaguari,1.299,10.779,"12,05%",
,RS,431112,Rs-Jaquirana,671,3.755,"17,87%",
,RS,431113,Rs-Jari,371,3.414,"10,87%",
,RS,431115,Rs-Joia,636,7.305,"8,71%",
,RS,431120,Rs-Julio de Castilhos,3.034,18.557,"16,35%",
,RS,431123,Rs-Lagoa Bonita do Sul,66,2.287,"2,89%",
,RS,431125,Rs-Lagoao,161,5.429,"2,97%",
,RS,431127,Rs-Lagoa dos Tres Cantos,208,1.779,"11,69%",
,RS,431130,Rs-Lagoa Vermelha,5.840,28.617,"20,41%",
,RS,431140,Rs-Lajeado,40.052,96.651,"41,44%",
,RS,431142,Rs-Lajeado do Bugre,96,2.660,"3,61%",
,RS,431150,Rs-Lavras do Sul,910,7.294,"12,48%",
,RS,431160,Rs-Liberato Salzano,351,4.854,"7,23%",
,RS,431162,Rs-Lindolfo Collor,2.100,6.409,"32,77%",
,RS,431164,Rs-Linha Nova,158,1.720,"9,19%",
,RS,431170,Rs-Machadinho,603,5.864,"10,28%",
,RS,431171,Rs-Macambara,497,4.487,"11,08%",
,RS,431173,Rs-Mampituba,195,3.201,"6,09%",
,RS,431175,Rs-Manoel Viana,725,6.917,"10,48%",
,RS,431177,Rs-Maquine,824,7.588,"10,86%",
,RS,431179,Rs-Marata,211,2.521,"8,37%",
,RS,431180,Rs-Marau,17.232,46.656,"36,93%",
,RS,431190,Rs-Marcelino Ramos,590,4.389,"13,44%",
,RS,431198,Rs-Mariana Pimentel,248,4.003,"6,20%",
,RS,431200,Rs-Mariano Moro,211,1.888,"11,18%",
,RS,431205,Rs-Marques de Souza,536,4.050,"13,23%",
,RS,431210,Rs-Mata,377,4.786,"7,88%",
,RS,431213,Rs-Mato Castelhano,240,2.610,"9,20%",
,RS,431215,Rs-Mato Leitao,1.182,4.990,"23,69%",
,RS,431217,Rs-Mato Queimado,86,1.833,"4,69%",
,RS,431220,Rs-Maximiliano de Almeida,421,4.258,"9,89%",
,RS,431225,Rs-Minas do Leao,1.236,7.661,"16,13%",
,RS,431230,Rs-Miraguai,1.231,4.506,"27,32%",
,RS,431235,Rs-Montauri,292,1.530,"19,08%",
,RS,431237,Rs-Monte Alegre dos Campos,327,3.250,"10,06%",
,RS,431238,Rs-Monte Belo do Sul,288,2.609,"11,04%",
,RS,431240,Rs-Montenegro,20.475,66.295,"30,88%",
,RS,431242,Rs-Mormaco,220,2.815,"7,82%",
,RS,431244,Rs-Morrinhos do Sul,202,3.134,"6,45%",
,RS,431245,Rs-Morro Redondo,512,6.169,"8,30%",
,RS,431247,Rs-Morro Reuter,1.762,6.163,"28,59%",
,RS,431250,Rs-Mostardas,2.718,12.346,"22,02%",
,RS,431260,Rs-Mucum,2.259,4.694,"48,13%",
,RS,431261,Rs-Muitos Capoes,1.056,2.938,"35,94%",
,RS,431262,Rs-Muliterno,114,1.755,"6,50%",
,RS,431265,Rs-Nao-Me-Toque,9.238,18.314,"50,44%",
,RS,431267,Rs-Nicolau Vergueiro,190,1.979,"9,60%",
,RS,431270,Rs-Nonoai,1.883,14.056,"13,40%",
,RS,431275,Rs-Nova Alvorada,1.109,3.229,"34,34%",
,RS,431280,Rs-Nova Araca,1.811,5.086,"35,61%",
,RS,431290,Rs-Nova Bassano,3.701,9.877,"37,47%",
,RS,431295,Rs-Nova Boa Vista,663,2.088,"31,75%",
,RS,431300,Rs-Nova Brescia,519,3.105,"16,71%",
,RS,431301,Rs-Nova Candelaria,804,3.134,"25,65%",
,RS,431303,Rs-Nova Esperanca do Sul,1.544,4.974,"31,04%",
,RS,431306,Rs-Nova Hartz,7.247,20.539,"35,28%",
,RS,431308,Rs-Nova Padua,381,2.390,"15,94%",
,RS,431310,Rs-Nova Palma,829,5.683,"14,59%",
,RS,431320,Rs-Nova Petropolis,6.369,23.889,"26,66%",
,RS,431330,Rs-Nova Prata,8.204,26.587,"30,86%",
,RS,431333,Rs-Nova Ramada,227,2.201,"10,31%",
,RS,431335,Rs-Nova Roma do Sul,473,3.543,"13,35%",
,RS,431337,Rs-Nova Santa Rita,10.148,30.121,"33,69%",
,RS,431339,Rs-Novo Cabrais,330,3.636,"9,08%",
,RS,431340,Rs-Novo Hamburgo,72.396,235.879,"30,69%",
,RS,431342,Rs-Novo Machado,200,3.246,"6,16%",
,RS,431344,Rs-Novo Tiradentes,124,2.188,"5,67%",
,RS,431346,Rs-Novo Xingu,116,1.678,"6,91%",
,RS,431349,Rs-Novo Barreiro,261,4.371,"5,97%",
,RS,431350,Rs-Osorio,11.556,48.929,"23,62%",
,RS,431360,Rs-Paim Filho,415,3.691,"11,24%",
,RS,431365,Rs-Palmares do Sul,1.697,13.170,"12,89%",
,RS,431370,Rs-Palmeira das Missoes,5.609,34.233,"16,38%",
,RS,431380,Rs-Palmitinho,1.078,8.032,"13,42%",
,RS,431390,Rs-Panambi,14.664,45.042,"32,56%",
,RS,431395,Rs-Pantano Grande,2.904,10.438,"27,82%",
,RS,431400,Rs-Parai,3.030,7.357,"41,19%",
,RS,431402,Rs-Paraiso do Sul,540,6.635,"8,14%",
,RS,431403,Rs-Pareci Novo,705,4.433,"15,90%",
,RS,431405,Rs-Parobe,15.666,53.555,"29,25%",
,RS,431406,Rs-Passa Sete,111,4.036,"2,75%",
,RS,431407,Rs-Passo do Sobrado,1.050,6.154,"17,06%",
,RS,431410,Rs-Passo Fundo,77.498,214.564,"36,12%",
,RS,431413,Rs-Paulo Bento,558,2.188,"25,50%",
,RS,431415,Rs-Paverama,1.545,8.146,"18,97%",
,RS,431417,Rs-Pedras Altas,226,2.100,"10,76%",
,RS,431420,Rs-Pedro Osorio,1.183,7.634,"15,50%",
,RS,431430,Rs-Pejucara,557,3.819,"14,58%",
,RS,431440,Rs-Pelotas,65.855,336.131,"19,59%",
,RS,431442,Rs-Picada Cafe,2.002,5.470,"36,60%",
,RS,431445,Rs-Pinhal,916,3.034,"30,19%",
,RS,431446,Rs-Pinhal da Serra,239,2.299,"10,40%",
,RS,431447,Rs-Pinhal Grande,248,3.867,"6,41%",
,RS,431449,Rs-Pinheirinho do Vale,370,4.637,"7,98%",
,RS,431450,Rs-Pinheiro Machado,1.211,11.409,"10,61%",
,RS,431454,Rs-Pinto Bandeira,418,2.784,"15,01%",
,RS,431455,Rs-Pirapo,128,2.260,"5,66%",
,RS,431460,Rs-Piratini,2.209,17.792,"12,42%",
,RS,431470,Rs-Planalto,1.401,10.624,"13,19%",
,RS,431475,Rs-Poco das Antas,372,2.222,"16,74%",
,RS,431477,Rs-Pontao,411,3.350,"12,27%",
,RS,431478,Rs-Ponte Preta,121,1.604,"7,54%",
,RS,431480,Rs-Portao,9.845,35.237,"27,94%",
,RS,431490,Rs-Porto Alegre,584.282,1.389.322,"42,06%",
,RS,431500,Rs-Porto Lucena,321,4.424,"7,26%",
,RS,431505,Rs-Porto Maua,183,2.176,"8,41%",
,RS,431507,Rs-Porto Vera Cruz,71,1.585,"4,48%",
,RS,431510,Rs-Porto Xavier,1.274,10.132,"12,57%",
,RS,431513,Rs-Pouso Novo,265,1.773,"14,95%",
,RS,431514,Rs-Presidente Lucena,2.508,3.159,"79,39%",
,RS,431515,Rs-Progresso,615,5.430,"11,33%",
,RS,431517,Rs-Protasio Alves,284,2.069,"13,73%",
,RS,431520,Rs-Putinga,461,3.814,"12,09%",
,RS,431530,Rs-Quarai,3.535,23.988,"14,74%",
,RS,431531,Rs-Quatro Irmaos,176,1.579,"11,15%",
,RS,431532,Rs-Quevedos,209,2.555,"8,18%",
,RS,431535,Rs-Quinze de Novembro,676,4.000,"16,90%",
,RS,431540,Rs-Redentora,359,9.934,"3,61%",
,RS,431545,Rs-Relvado,149,1.828,"8,15%",
,RS,431550,Rs-Restinga Seca,2.717,15.213,"17,86%",
,RS,431555,Rs-Rio dos Indios,79,2.874,"2,75%",
,RS,431560,Rs-Rio Grande,42.834,198.958,"21,53%",
,RS,431570,Rs-Rio Pardo,5.204,35.666,"14,59%",
,RS,431575,Rs-Riozinho,1.313,4.572,"28,72%",
,RS,431580,Rs-Roca Sales,2.732,10.644,"25,67%",
,RS,431590,Rs-Rodeio Bonito,1.449,6.821,"21,24%",
,RS,431595,Rs-Rolador,177,2.332,"7,59%",
,RS,431600,Rs-Rolante,7.159,21.733,"32,94%",
,RS,431610,Rs-Ronda Alta,1.368,9.972,"13,72%",
,RS,431620,Rs-Rondinha,516,5.083,"10,15%",
,RS,431630,Rs-Roque Gonzales,604,6.698,"9,02%",
,RS,431640,Rs-Rosario do Sul,5.644,37.700,"14,97%",
,RS,431642,Rs-Sagrada Familia,194,2.529,"7,67%",
,RS,431643,Rs-Saldanha Marinho,295,2.621,"11,26%",
,RS,431645,Rs-Salto do Jacui,1.403,10.373,"13,53%",
,RS,431647,Rs-Salvador das Missoes,770,2.953,"26,08%",
,RS,431650,Rs-Salvador do Sul,2.315,7.182,"32,23%",
,RS,431660,Rs-Sananduva,4.403,16.759,"26,27%",
,RS,431670,Rs-Santa Barbara do Sul,1.650,8.275,"19,94%",
,RS,431673,Rs-Santa Cecilia do Sul,120,1.710,"7,02%",
,RS,431675,Rs-Santa Clara do Sul,2.088,7.067,"29,55%",
,RS,431680,Rs-Santa Cruz do Sul,49.715,138.104,"36,00%",
,RS,431690,Rs-Santa Maria,64.720,282.244,"22,93%",
,RS,431695,Rs-Santa Maria do Herval,1.639,6.482,"25,29%",
,RS,431697,Rs-Santa Margarida do Sul,403,2.658,"15,16%",
,RS,431700,Rs-Santana da Boa Vista,358,7.140,"5,01%",
,RS,431710,Rs-Santana do Livramento,14.113,87.296,"16,17%",
,RS,431720,Rs-Santa Rosa,25.009,79.395,"31,50%",
,RS,431725,Rs-Santa Tereza,102,1.531,"6,66%",
,RS,431730,Rs-Santa Vitoria do Palmar,5.883,31.961,"18,41%",
,RS,431740,Rs-Santiago,7.958,50.331,"15,81%",
,RS,431750,Rs-Santo Angelo,18.960,79.130,"23,96%",
,RS,431755,Rs-Santo Antonio do Palma,297,2.134,"13,92%",
,RS,431760,Rs-Santo Antonio da Patrulha,10.252,44.393,"23,09%",
,RS,431770,Rs-Santo Antonio das Missoes,1.213,10.493,"11,56%",
,RS,431775,Rs-Santo Antonio do Planalto,373,2.136,"17,46%",
,RS,431780,Rs-Santo Augusto,2.936,14.196,"20,68%",
,RS,431790,Rs-Santo Cristo,3.574,15.656,"22,83%",
,RS,431795,Rs-Santo Expedito do Sul,115,2.395,"4,80%",
,RS,431800,Rs-Sao Borja,11.488,61.323,"18,73%",
,RS,431805,Rs-Sao Domingos do Sul,398,2.808,"14,17%",
,RS,431810,Rs-Sao Francisco de Assis,1.564,17.949,"8,71%",
,RS,431820,Rs-Sao Francisco de Paula,5.712,22.373,"25,53%",
,RS,431830,Rs-Sao Gabriel,9.446,60.102,"15,72%",
,RS,431840,Rs-Sao Jeronimo,3.281,21.421,"15,32%",
,RS,431842,Rs-Sao Joao da Urtiga,472,4.549,"10,38%",
,RS,431843,Rs-Sao Joao do Polesine,688,2.707,"25,42%",
,RS,431844,Rs-Sao Jorge,360,2.976,"12,10%",
,RS,431845,Rs-Sao Jose das Missoes,109,2.403,"4,54%",
,RS,431846,Rs-Sao Jose do Herval,313,1.934,"16,18%",
,RS,431848,Rs-Sao Jose do Hortencio,827,4.551,"18,17%",
,RS,431849,Rs-Sao Jose do Inhacora,627,2.463,"25,46%",
,RS,431850,Rs-Sao Jose do Norte,3.282,26.245,"12,51%",
,RS,431860,Rs-Sao Jose do Ouro,1.400,6.978,"20,06%",
,RS,431861,Rs-Sao Jose do Sul,360,2.440,"14,75%",
,RS,431862,Rs-Sao Jose dos Ausentes,1.165,4.286,"27,18%",
,RS,431870,Rs-Sao Leopoldo,57.089,225.669,"25,30%",
,RS,431880,Rs-Sao Lourenco do Sul,5.221,43.283,"12,06%",
,RS,431890,Rs-Sao Luiz Gonzaga,6.631,35.858,"18,49%",
,RS,431900,Rs-Sao Marcos,8.025,21.537,"37,26%",
,RS,431910,Rs-Sao Martinho,1.041,5.589,"18,63%",
,RS,431912,Rs-Sao Martinho da Serra,191,2.911,"6,56%",
,RS,431915,Rs-Sao Miguel das Missoes,1.195,7.196,"16,61%",
,RS,431920,Rs-Sao Nicolau,395,5.248,"7,53%",
,RS,431930,Rs-Sao Paulo das Missoes,490,5.948,"8,24%",
,RS,431935,Rs-Sao Pedro da Serra,706,3.614,"19,54%",
,RS,431936,Rs-Sao Pedro das Missoes,64,1.791,"3,57%",
,RS,431937,Rs-Sao Pedro do Butia,642,3.139,"20,45%",
,RS,431940,Rs-Sao Pedro do Sul,1.749,15.870,"11,02%",
,RS,431950,Rs-Sao Sebastiao do Cai,6.862,24.883,"27,58%",
,RS,431960,Rs-Sao Sepe,3.363,21.575,"15,59%",
,RS,431970,Rs-Sao Valentim,467,3.324,"14,05%",
,RS,431971,Rs-Sao Valentim do Sul,380,2.255,"16,85%",
,RS,431973,Rs-Sao Valerio do Sul,108,2.594,"4,16%",
,RS,431975,Rs-Sao Vendelino,591,2.306,"25,63%",
,RS,431980,Rs-Sao Vicente do Sul,1.063,8.259,"12,87%",
,RS,431990,Rs-Sapiranga,21.750,77.898,"27,92%",
,RS,432000,Rs-Sapucaia do Sul,21.376,136.542,"15,66%",
,RS,432010,Rs-Sarandi,7.380,23.356,"31,60%",
,RS,432020,Rs-Seberi,4.085,12.313,"33,18%",
,RS,432023,Rs-Sede Nova,206,2.753,"7,48%",
,RS,432026,Rs-Segredo,312,6.107,"5,11%",
,RS,432030,Rs-Selbach,879,5.220,"16,84%",
,RS,432032,Rs-Senador Salgado Filho,209,2.726,"7,67%",
,RS,432035,Rs-Sentinela do Sul,512,5.422,"9,44%",
,RS,432040,Rs-Serafina Correa,6.445,17.379,"37,08%",
,RS,432045,Rs-Serio,164,2.093,"7,84%",
,RS,432050,Rs-Sertao,596,5.637,"10,57%",
,RS,432055,Rs-Sertao Santana,628,5.988,"10,49%",
,RS,432057,Rs-Sete de Setembro,75,1.884,"3,98%",
,RS,432060,Rs-Severiano de Almeida,318,3.467,"9,17%",
,RS,432065,Rs-Silveira Martins,229,2.060,"11,12%",
,RS,432067,Rs-Sinimbu,582,8.698,"6,69%",
,RS,432070,Rs-Sobradinho,2.443,14.512,"16,83%",
,RS,432080,Rs-Soledade,7.699,30.936,"24,89%",
,RS,432085,Rs-Tabai,764,4.565,"16,74%",
,RS,432090,Rs-Tapejara,9.767,25.201,"38,76%",
,RS,432100,Rs-Tapera,2.491,10.822,"23,02%",
,RS,432110,Rs-Tapes,1.836,14.938,"12,29%",
,RS,432120,Rs-Taquara,10.591,54.360,"19,48%",
,RS,432130,Rs-Taquari,5.452,25.968,"21,00%",
,RS,432132,Rs-Taquarucu do Sul,454,3.190,"14,23%",
,RS,432135,Rs-Tavares,345,5.319,"6,49%",
,RS,432140,Rs-Tenente Portela,2.843,14.811,"19,20%",
,RS,432143,Rs-Terra de Areia,1.906,10.569,"18,03%",
