"Brasil, Unidade da Federação e Município",,cód ibge 6,Total 2010,Alfabetizadas 2010,Não alfabetizadas 2010,% não alfab,Total 2022,Alfabetizadas 2022,Não alfabetizadas,% não alfab 2022,Queda 2022 x 2010,
Boqueirão do Piauí/PI,PI,220194,4485,3014,1471,"32,80%",5147,4037,1110,"21,57%","34,25%",
Ourolândia/BA,BA,292335,11406,8229,3177,"27,85%",14579,11434,3145,"21,57%","22,55%",
Teotônio Vilela/AL,AL,270915,27133,19300,7833,"28,87%",28906,22665,6241,"21,59%","25,21%",
Galinhos/RN,RN,240410,1531,1120,411,"26,85%",1616,1267,349,"21,60%","19,55%",
Major Sales/RN,RN,240725,2601,1846,755,"29,03%",3093,2425,668,"21,60%","25,60%",
Itabaiana/PB,PB,250690,18619,13507,5112,"27,46%",18570,14559,4011,"21,60%","21,33%",
Marcionílio Souza/BA,BA,292080,7369,5111,2258,"30,64%",7270,5700,1570,"21,60%","29,52%",
Sebastião Laranjeiras/BA,BA,293000,7842,5899,1943,"24,78%",7477,5862,1615,"21,60%","12,82%",
São Francisco do Oeste/RN,RN,241190,2978,2178,800,"26,86%",3398,2663,735,"21,63%","19,48%",
Euclides da Cunha/BA,BA,291070,41002,29749,11248,"27,43%",48948,38357,10591,"21,64%","21,13%",
Iracema/CE,CE,230600,10343,7530,2813,"27,20%",11250,8814,2436,"21,65%","20,38%",
Quixeré/CE,CE,231150,14431,10679,3752,"26,00%",16673,13063,3610,"21,65%","16,72%",
Lajes Pintadas/RN,RN,240680,3464,2511,953,"27,51%",3871,3033,838,"21,65%","21,31%",
Serra Redonda/PB,PB,251580,5254,3578,1676,"31,90%",5460,4278,1182,"21,65%","32,14%",
Itaquitinga/PE,PE,260780,11233,8119,3114,"27,72%",12980,10170,2810,"21,65%","21,91%",
Palmópolis/MG,MG,314675,5166,3638,1528,"29,58%",5143,4029,1114,"21,66%","26,77%",
Solonópole/CE,CE,231300,13332,9836,3496,"26,22%",14929,11693,3236,"21,68%","17,34%",
São José do Jacuípe/BA,BA,292937,7370,5265,2105,"28,56%",8022,6283,1739,"21,68%","24,10%",
Joaquim Nabuco/PE,PE,260820,10911,7676,3235,"29,65%",10129,7932,2197,"21,69%","26,84%",
Lima Campos/MA,MA,210600,8178,5639,2539,"31,05%",8708,6818,1890,"21,70%","30,09%",
Tururu/CE,CE,231355,10416,7500,2916,"28,00%",11907,9323,2584,"21,70%","22,48%",
São José da Vitória/BA,BA,292935,4049,2912,1137,"28,08%",4185,3277,908,"21,70%","22,74%",
São João da Ponte/MG,MG,316240,18379,13064,5315,"28,92%",19233,15059,4174,"21,70%","24,95%",
Anapurus/MA,MA,210080,9191,6443,2748,"29,90%",10334,8090,2244,"21,71%","27,37%",
Colinas/MA,MA,210350,26486,18585,7901,"29,83%",30136,23593,6543,"21,71%","27,22%",
Jupi/PE,PE,260830,9869,6692,3177,"32,19%",11630,9105,2525,"21,71%","32,56%",
Aliança/PE,PE,260070,27325,19888,7437,"27,22%",28101,21998,6103,"21,72%","20,20%",
Várzea Grande/PI,PI,221140,3237,2166,1071,"33,09%",3553,2781,772,"21,73%","34,33%",
Miraíma/CE,CE,230837,8709,5899,2810,"32,27%",10868,8506,2362,"21,73%","32,64%",
Reriutaba/CE,CE,231170,13998,9904,4094,"29,25%",14608,11433,3175,"21,73%","25,69%",
Amaraji/PE,PE,260090,15638,10803,4835,"30,92%",14164,11086,3078,"21,73%","29,71%",
Guajeru/BA,BA,291165,7966,5582,2384,"29,93%",6728,5265,1463,"21,74%","27,34%",
Paramoti/CE,CE,231040,7941,5585,2355,"29,66%",8309,6502,1807,"21,75%","26,67%",
Feira Nova/PE,PE,260540,15050,10637,4413,"29,32%",16883,13211,3672,"21,75%","25,83%",
Areia/PB,PB,250110,17487,12248,5239,"29,96%",17608,13774,3834,"21,77%","27,32%",
Glória/BA,BA,291140,11231,8075,3156,"28,10%",11961,9356,2605,"21,78%","22,50%",
Esperantina/TO,TO,170740,6106,4722,1384,"22,67%",5554,4344,1210,"21,79%","3,88%",
Luís Gomes/RN,RN,240700,7000,4955,2045,"29,21%",7128,5575,1553,"21,79%","25,42%",
Alagoa Nova/PB,PB,250040,14247,10181,4066,"28,54%",16134,12619,3515,"21,79%","23,66%",
Parnamirim/PE,PE,261040,14314,10763,3551,"24,81%",14536,11368,3168,"21,79%","12,15%",
Cachoeira dos Índios/PB,PB,250330,7109,5166,1943,"27,33%",7248,5668,1580,"21,80%","20,24%",
Antônio Martins/RN,RN,240090,5205,3603,1602,"30,78%",5428,4243,1185,"21,83%","29,07%",
Pedra Branca/PB,PB,251100,2708,2016,692,"25,55%",2971,2322,649,"21,84%","14,52%",
Santa Helena/PB,PB,251330,4114,3040,1074,"26,11%",4831,3776,1055,"21,84%","16,35%",
Itabaianinha/SE,SE,280300,26817,18817,8000,"29,83%",31327,24485,6842,"21,84%","26,79%",
Martinópole/CE,CE,230790,7030,4930,2100,"29,87%",8445,6599,1846,"21,86%","26,82%",
Garrafão do Norte/PA,PA,150307,15899,11050,4849,"30,50%",18365,14349,4016,"21,87%","28,30%",
Severiano Melo/RN,RN,241360,4480,3215,1265,"28,24%",4565,3566,999,"21,88%","22,50%",
Massaranduba/PB,PB,250920,9404,6512,2892,"30,75%",11106,8676,2430,"21,88%","28,85%",
Tabocas do Brejo Velho/BA,BA,293090,8331,5883,2448,"29,38%",9510,7429,2081,"21,88%","25,53%",
Tuntum/MA,MA,211230,26785,18793,7992,"29,84%",27545,21515,6030,"21,89%","26,63%",
Francisco Dantas/RN,RN,240390,2223,1577,646,"29,06%",2228,1740,488,"21,90%","24,63%",
Barra D'Alcântara/PI,PI,220117,2825,1946,879,"31,12%",3204,2502,702,"21,91%","29,58%",
Morrinhos/CE,CE,230890,14085,10080,4005,"28,43%",17204,13435,3769,"21,91%","22,95%",
Cumbe/SE,SE,280190,2809,2064,745,"26,52%",3054,2385,669,"21,91%","17,41%",
Massapê/CE,CE,230800,24853,17773,7080,"28,49%",29268,22853,6415,"21,92%","23,06%",
São Bento do Una/PE,PE,261300,37138,26155,10983,"29,57%",37640,29391,8249,"21,92%","25,89%",
Palestina/AL,AL,270620,3304,2162,1142,"34,56%",3303,2579,724,"21,92%","36,58%",
Biritinga/BA,BA,290360,10759,7947,2812,"26,14%",11991,9363,2628,"21,92%","16,15%",
Buritirama/BA,BA,290475,13391,9903,3485,"26,02%",14930,11657,3273,"21,92%","15,76%",
Iaçu/BA,BA,291190,18300,13726,4574,"24,99%",19408,15154,4254,"21,92%","12,31%",
Ladainha/MG,MG,313700,11500,8086,3414,"29,69%",11347,8860,2487,"21,92%","26,17%",
Poço Verde/SE,SE,280550,16070,11273,4797,"29,85%",17563,13712,3851,"21,93%","26,55%",
Pedro Velho/RN,RN,240980,10088,6907,3181,"31,53%",10624,8293,2331,"21,94%","30,42%",
Floresta Azul/BA,BA,291100,7902,5613,2289,"28,97%",9041,7057,1984,"21,94%","24,24%",
Ouricuri/PE,PE,260990,43792,31194,12598,"28,77%",49715,38803,10912,"21,95%","23,70%",
Esperantina/PI,PI,220370,27477,19440,8037,"29,25%",31934,24920,7014,"21,96%","24,91%",
Santo Antônio dos Milagres/PI,PI,220945,1410,1018,392,"27,80%",1612,1258,354,"21,96%","21,01%",
Anajatuba/MA,MA,210070,17862,12984,4878,"27,31%",19466,15188,4278,"21,98%","19,53%",
Afuá/PA,PA,150030,20549,14615,5934,"28,88%",25354,19770,5584,"22,02%","23,73%",
Riachão das Neves/BA,BA,292620,15799,11036,4763,"30,15%",16638,12972,3666,"22,03%","26,91%",
Catuti/MG,MG,311547,3726,2683,1043,"27,99%",3836,2991,845,"22,03%","21,31%",
Santa Teresinha/PB,PB,251380,3393,2472,921,"27,14%",3616,2819,797,"22,04%","18,80%",
Coivaras/PI,PI,220273,2779,1897,882,"31,74%",3215,2506,709,"22,05%","30,52%",
João Dias/RN,RN,240590,1925,1177,748,"38,86%",1650,1286,364,"22,06%","43,23%",
Santa Cruz de Salinas/MG,MG,315737,3186,2334,852,"26,74%",3228,2516,712,"22,06%","17,52%",
Olho D'Água do Piauí/PI,PI,220710,1817,1437,380,"20,91%",2056,1602,454,"22,08%","-5,59%",
Touros/RN,RN,241440,21611,15191,6420,"29,71%",25556,19913,5643,"22,08%","25,67%",
Porto de Pedras/AL,AL,270740,5806,3933,1873,"32,26%",6917,5390,1527,"22,08%","31,57%",
Planalto/BA,BA,292500,17847,12590,5257,"29,46%",18586,14482,4104,"22,08%","25,04%",
Amarante/PI,PI,220050,12453,8973,3480,"27,95%",13104,10209,2895,"22,09%","20,94%",
São Félix do Piauí/PI,PI,220960,2384,1629,755,"31,67%",2349,1830,519,"22,09%","30,23%",
Doutor Severiano/RN,RN,240320,4834,3637,1197,"24,76%",5667,4415,1252,"22,09%","10,78%",
Glória do Goitá/PE,PE,260610,21158,14815,6343,"29,98%",22823,17778,5045,"22,10%","26,27%",
Montanhas/RN,RN,240770,8074,5633,2441,"30,23%",8827,6875,1952,"22,11%","26,85%",
Rio Grande do Piauí/PI,PI,220900,4615,3241,1374,"29,77%",4713,3670,1043,"22,13%","25,67%",
Cedro/CE,CE,230380,18324,13232,5092,"27,79%",18224,14191,4033,"22,13%","20,36%",
Macururé/BA,BA,291990,5767,4281,1486,"25,77%",5604,4364,1240,"22,13%","14,13%",
Monte das Gameleiras/RN,RN,240790,1649,1146,503,"30,50%",1811,1410,401,"22,14%","27,41%",
Nossa Senhora de Nazaré/PI,PI,220675,3483,2588,895,"25,70%",4249,3308,941,"22,15%","13,81%",
Tenente Ananias/RN,RN,241410,7534,5549,1985,"26,35%",8118,6320,1798,"22,15%","15,94%",
Manoel Urbano/AC,AC,120034,4773,3222,1551,"32,50%",8225,6402,1823,"22,16%","31,79%",
Alto Alegre do Pindaré/MA,MA,210047,19876,13466,6410,"32,25%",18526,14421,4105,"22,16%","31,29%",
Ibirataia/BA,BA,291290,14054,9995,4059,"28,88%",14744,11476,3268,"22,16%","23,26%",
Condado/PB,PB,250450,4965,3495,1470,"29,61%",5227,4068,1159,"22,17%","25,11%",
Cachoeira Grande/MA,MA,210237,5186,3609,1577,"30,41%",6929,5391,1538,"22,20%","27,01%",
Cristópolis/BA,BA,290970,9751,6806,2945,"30,20%",11162,8683,2479,"22,21%","26,46%",
Palhano/CE,CE,231000,6850,4906,1944,"28,38%",7561,5881,1680,"22,22%","21,71%",
Piripá/BA,BA,292470,10054,7499,2555,"25,41%",7439,5786,1653,"22,22%","12,56%",
Ipanguaçu/RN,RN,240470,9966,7201,2765,"27,74%",11153,8674,2479,"22,23%","19,89%",
Upanema/RN,RN,241460,9598,6844,2754,"28,69%",10771,8377,2394,"22,23%","22,54%",
Pariconha/AL,AL,270642,6969,4742,2227,"31,96%",8092,6292,1800,"22,24%","30,39%",
Olindina/BA,BA,292310,17757,12590,5167,"29,10%",17847,13877,3970,"22,24%","23,55%",
Porto Estrela/MT,MT,510685,2658,1982,676,"25,43%",2550,1983,567,"22,24%","12,57%",
São Tomé/RN,RN,241290,8078,5581,2497,"30,91%",8153,6339,1814,"22,25%","28,02%",
Caatiba/BA,BA,290480,8423,5896,2527,"30,00%",5052,3928,1124,"22,25%","25,84%",
Passa e Fica/RN,RN,240910,8315,5621,2694,"32,40%",8612,6695,1917,"22,26%","31,30%",
Mamonas/MG,MG,313925,5026,3592,1434,"28,53%",5046,3923,1123,"22,26%","22,00%",
Carneiros/AL,AL,270180,5290,3705,1585,"29,96%",6587,5120,1467,"22,27%","25,67%",
Jaguaruana/CE,CE,230700,24580,17900,6680,"27,18%",25640,19924,5716,"22,29%","17,97%",
Barra do Choça/BA,BA,290290,24814,17937,6877,"27,71%",28270,21969,6301,"22,29%","19,58%",
Codó/MA,MA,210330,80372,55882,24490,"30,47%",85524,66451,19073,"22,30%","26,81%",
Sussuapara/PI,PI,221093,4769,3321,1448,"30,36%",5067,3937,1130,"22,30%","26,55%",
Aquidabã/SE,SE,280020,14498,10221,4277,"29,50%",15970,12407,3563,"22,31%","24,37%",
Serra Azul de Minas/MG,MG,316650,2847,2089,758,"26,62%",3039,2361,678,"22,31%","16,21%",
Bom Jesus das Selvas/MA,MA,210203,18429,13388,5041,"27,35%",20062,15582,4480,"22,33%","18,36%",
Macaparana/PE,PE,260900,17509,11978,5531,"31,59%",18744,14558,4186,"22,33%","29,30%",
Tutóia/MA,MA,211250,34200,24314,9886,"28,91%",38996,30286,8710,"22,34%","22,73%",
Porto da Folha/SE,SE,280560,18894,12984,5910,"31,28%",20352,15805,4547,"22,34%","28,57%",
Guajará/AM,AM,130165,8092,5543,2549,"31,50%",9544,7410,2134,"22,36%","29,02%",
Jatobá/MA,MA,210545,5564,3760,1804,"32,42%",5595,4344,1251,"22,36%","31,04%",
Canápolis/BA,BA,290610,6653,4597,2056,"30,90%",7969,6187,1782,"22,36%","27,64%",
Itagimirim/BA,BA,291530,5157,3719,1438,"27,88%",4937,3833,1104,"22,36%","19,81%",
São Raimundo do Doca Bezerra/MA,MA,211163,4007,2478,1529,"38,16%",4260,3307,953,"22,37%","41,37%",
Congo/PB,PB,250470,3472,2481,991,"28,54%",3997,3103,894,"22,37%","21,64%",
Canindé de São Francisco/SE,SE,280120,16164,11321,4843,"29,96%",19742,15325,4417,"22,37%","25,33%",
Pureza/RN,RN,241040,5765,4138,1627,"28,22%",7142,5543,1599,"22,39%","20,67%",
Rodolfo Fernandes/RN,RN,241100,3282,2283,999,"30,44%",3480,2701,779,"22,39%","26,46%",
Capela do Alto Alegre/BA,BA,290685,8859,6380,2479,"27,98%",8906,6912,1994,"22,39%","19,99%",
Água Boa/MG,MG,310060,10526,7640,2886,"27,42%",10080,7822,2258,"22,40%","18,30%",
Luís Correia/PI,PI,220570,20415,14340,6075,"29,76%",24049,18657,5392,"22,42%","24,65%",
Alexandria/RN,RN,240050,10282,6846,3436,"33,42%",11151,8651,2500,"22,42%","32,91%",
Vargem Grande/MA,MA,211270,32117,21833,10284,"32,02%",30977,24029,6948,"22,43%","29,95%",
Bom Jesus da Serra/BA,BA,290395,7408,5397,2011,"27,15%",7820,6066,1754,"22,43%","17,37%",
Aurora/CE,CE,230170,18322,13258,5064,"27,64%",19042,14768,4274,"22,45%","18,79%",
São Bernardo/MA,MA,211060,17658,12495,5163,"29,24%",20391,15811,4580,"22,46%","23,18%",
Ruy Barbosa/RN,RN,241110,2626,1813,813,"30,96%",2586,2005,581,"22,47%","27,43%",
Cristinápolis/SE,SE,280170,11087,7711,3376,"30,45%",12894,9997,2897,"22,47%","26,21%",
Maranhãozinho/MA,MA,210637,9744,7057,2687,"27,58%",9512,7374,2138,"22,48%","18,49%",
Calumbi/PE,PE,260340,4104,2766,1338,"32,60%",4083,3165,918,"22,48%","31,04%",
Juazeiro do Piauí/PI,PI,220551,3332,2358,974,"29,23%",4250,3294,956,"22,49%","23,05%",
Poranga/CE,CE,231100,8479,5635,2844,"33,54%",9467,7337,2130,"22,50%","32,92%",
São José do Campestre/RN,RN,241230,9028,6398,2630,"29,13%",8948,6935,2013,"22,50%","22,78%",
Governador Luiz Rocha/MA,MA,210462,4936,3413,1523,"30,85%",5340,4138,1202,"22,51%","27,05%",
Francisco Santos/PI,PI,220420,6441,4638,1803,"27,99%",6655,5157,1498,"22,51%","19,59%",
Moraújo/CE,CE,230880,5723,3893,1830,"31,98%",6478,5019,1459,"22,52%","29,57%",
Caridade/CE,CE,230300,14313,10473,3840,"26,83%",12575,9742,2833,"22,53%","16,03%",
Aracatu/BA,BA,290200,10488,7407,3081,"29,38%",11357,8798,2559,"22,53%","23,30%",
Lagoa Alegre/PI,PI,220555,5572,3795,1777,"31,89%",6504,5038,1466,"22,54%","29,32%",
Ipirá/BA,BA,291400,43325,31417,11908,"27,49%",45583,35302,10281,"22,55%","17,94%",
Irajuba/BA,BA,291420,5029,3630,1399,"27,82%",4879,3779,1100,"22,55%","18,96%",
São Félix de Balsas/MA,MA,211080,3315,2334,981,"29,59%",3409,2640,769,"22,56%","23,77%",
Baianópolis/BA,BA,290250,9976,6921,3055,"30,62%",10642,8241,2401,"22,56%","26,33%",
Bertópolis/MG,MG,310660,3191,2246,945,"29,61%",3367,2607,760,"22,57%","23,78%",
Ninheira/MG,MG,314465,7225,4748,2477,"34,28%",8696,6733,1963,"22,57%","34,16%",
Novo Oriente de Minas/MG,MG,314535,7510,5165,2345,"31,23%",8178,6332,1846,"22,57%","27,71%",
Anajás/PA,PA,150070,14013,9392,4621,"32,98%",18303,14170,4133,"22,58%","31,52%",
Malta/PB,PB,250880,4143,2984,1159,"27,97%",4801,3717,1084,"22,58%","19,29%",
Bom Jardim/PE,PE,260220,28100,19630,8470,"30,14%",30181,23362,6819,"22,59%","25,04%",
Santa Rosa do Purus/AC,AC,120043,2524,1827,697,"27,61%",3818,2955,863,"22,60%","18,15%",
Campinas do Piauí/PI,PI,220210,3909,2827,1082,"27,68%",3965,3069,896,"22,60%","18,36%",
Maribondo/AL,AL,270480,9833,6914,2919,"29,69%",10634,8231,2403,"22,60%","23,88%",
São João/PE,PE,261320,15084,10132,4952,"32,83%",18217,14098,4119,"22,61%","31,13%",
Afonso Bezerra/RN,RN,240030,7861,5449,2412,"30,68%",8596,6651,1945,"22,63%","26,26%",
Feijó/AC,AC,120030,19030,12422,6608,"34,72%",23874,18467,5407,"22,65%","34,78%",
Conceição do Canindé/PI,PI,220280,3239,2262,977,"30,16%",3965,3067,898,"22,65%","24,92%",
Campos Sales/CE,CE,230270,19082,13509,5573,"29,21%",20014,15481,4533,"22,65%","22,45%",
Itamari/BA,BA,291570,5650,4056,1594,"28,21%",5597,4329,1268,"22,65%","19,70%",
Teolândia/BA,BA,293160,10508,7272,3236,"30,80%",11795,9122,2673,"22,66%","26,41%",
Bom Princípio do Piauí/PI,PI,220191,3763,2470,1293,"34,36%",4449,3440,1009,"22,68%","34,00%",
Monte Horebe/PB,PB,250960,3286,2318,968,"29,46%",3437,2657,780,"22,69%","22,96%",
São Miguel do Fidalgo/PI,PI,221039,2010,1348,662,"32,94%",2225,1720,505,"22,70%","31,09%",
Ararendá/CE,CE,230125,7668,5081,2587,"33,74%",8802,6803,1999,"22,71%","32,68%",
Orós/CE,CE,230950,16327,11479,4848,"29,69%",15941,12321,3620,"22,71%","23,52%",
Nova Santa Rita/PI,PI,220795,2892,2045,847,"29,29%",3222,2490,732,"22,72%","22,43%",
Janduís/RN,RN,240520,4006,2894,1112,"27,76%",3821,2953,868,"22,72%","18,16%",
Lagoa do Mato/MA,MA,210592,7623,5104,2519,"33,04%",8031,6203,1828,"22,76%","31,12%",
Logradouro/PB,PB,250855,2911,1918,993,"34,11%",3721,2874,847,"22,76%","33,27%",
Botuporã/BA,BA,290420,8272,6100,2172,"26,26%",9000,6952,2048,"22,76%","13,34%",
Nossa Senhora de Lourdes/SE,SE,280470,4455,3167,1288,"28,91%",4956,3827,1129,"22,78%","21,21%",
Jandaíra/RN,RN,240510,4783,3224,1559,"32,59%",5097,3935,1162,"22,80%","30,06%",
Brejo da Madre de Deus/PE,PE,260260,31963,21636,10327,"32,31%",37279,28778,8501,"22,80%","29,42%",
Itapebi/BA,BA,291630,7226,5084,2142,"29,64%",7057,5448,1609,"22,80%","23,08%",
Palmas de Monte Alto/BA,BA,292340,15647,11200,4447,"28,42%",16213,12517,3696,"22,80%","19,79%",
Paulistana/PI,PI,220780,14053,9823,4230,"30,10%",16402,12660,3742,"22,81%","24,21%",
Santana do Cariri/CE,CE,231210,11741,8226,3515,"29,94%",13054,10077,2977,"22,81%","23,82%",
Atalaia do Norte/AM,AM,130020,9205,5903,3302,"35,87%",9440,7286,2154,"22,82%","36,39%",
São Braz do Piauí/PI,PI,220955,3206,2231,975,"30,41%",3475,2682,793,"22,82%","24,96%",
Curral Velho/PB,PB,250530,1830,1191,639,"34,92%",1836,1417,419,"22,82%","34,64%",
Marechal Thaumaturgo/AC,AC,120035,7511,4928,2583,"34,39%",11001,8490,2511,"22,83%","33,63%",
Camocim de São Félix/PE,PE,260350,12626,8592,4034,"31,95%",13866,10701,3165,"22,83%","28,56%",
Piaçabuçu/AL,AL,270680,11864,8095,3769,"31,77%",12008,9266,2742,"22,83%","28,12%",
Anísio de Abreu/PI,PI,220070,6485,4593,1892,"29,18%",7265,5606,1659,"22,84%","21,73%",
Jaqueira/PE,PE,260795,7866,5296,2570,"32,67%",7932,6120,1812,"22,84%","30,08%",
Crisópolis/BA,BA,290960,14264,9891,4373,"30,66%",15530,11983,3547,"22,84%","25,50%",
Potiretama/CE,CE,231123,4505,3194,1311,"29,10%",4813,3713,1100,"22,85%","21,46%",
Pires Ferreira/CE,CE,231095,7378,5169,2209,"29,94%",8534,6583,1951,"22,86%","23,64%",
Chapada do Norte/MG,MG,311610,10663,8010,2653,"24,88%",8372,6458,1914,"22,86%","8,11%",
Catunda/CE,CE,230365,7116,4980,2136,"30,02%",8348,6439,1909,"22,87%","23,82%",
José da Penha/RN,RN,240600,4447,3125,1322,"29,73%",4793,3697,1096,"22,87%","23,08%",
Cuité/PB,PB,250510,15041,10270,4771,"31,72%",15963,12313,3650,"22,87%","27,91%",
Setubinha/MG,MG,316555,6897,4673,2224,"32,25%",7438,5737,1701,"22,87%","29,08%",
João Costa/PI,PI,220535,2210,1582,628,"28,42%",2355,1816,539,"22,89%","19,46%",
Água Branca/AL,AL,270010,13070,9029,4041,"30,92%",14443,11137,3306,"22,89%","25,97%",
Altaneira/CE,CE,230060,4955,3378,1577,"31,83%",5337,4115,1222,"22,90%","28,06%",
Viçosa do Ceará/CE,CE,231410,37806,25927,11879,"31,42%",45524,35098,10426,"22,90%","27,11%",
Orobó/PE,PE,260970,16781,11846,4935,"29,41%",17334,13365,3969,"22,90%","22,14%",
Ibipitanga/BA,BA,291250,10615,7632,2983,"28,10%",11419,8804,2615,"22,90%","18,51%",
Paripiranga/BA,BA,292380,20557,14782,5775,"28,09%",21588,16644,4944,"22,90%","18,48%",
Santo Antônio do Jacinto/MG,MG,316030,8657,6110,2547,"29,42%",8298,6398,1900,"22,90%","22,18%",
Boca da Mata/AL,AL,270100,17941,13039,4902,"27,32%",16568,12771,3797,"22,92%","16,12%",
Nova Esperança do Piriá/PA,PA,150495,12441,9166,3275,"26,32%",14475,11156,3319,"22,93%","12,90%",
Coronel Ezequiel/RN,RN,240280,3941,2760,1181,"29,97%",4121,3176,945,"22,93%","23,48%",
Riachão do Bacamarte/PB,PB,251275,3114,1999,1115,"35,81%",3768,2904,864,"22,93%","35,96%",
Nova Soure/BA,BA,292290,16975,11646,5329,"31,39%",19231,14822,4409,"22,93%","26,97%",
Capitão de Campos/PI,PI,220240,7918,5430,2488,"31,42%",8807,6787,2020,"22,94%","27,01%",
Buenos Aires/PE,PE,260270,9203,6616,2587,"28,11%",10026,7726,2300,"22,94%","18,39%",
Jucati/PE,PE,260825,7432,5004,2428,"32,67%",8902,6860,2042,"22,94%","29,79%",
São Caitano/PE,PE,261310,25507,18013,7494,"29,38%",29067,22400,6667,"22,94%","21,93%",
Marcolândia/PI,PI,220595,5398,3556,1842,"34,12%",6427,4952,1475,"22,95%","32,74%",
Chã Grande/PE,PE,260450,14759,10213,4546,"30,80%",16264,12532,3732,"22,95%","25,50%",
União/PI,PI,221110,30274,21578,8696,"28,72%",35461,27312,8149,"22,98%","20,00%",
Baraúna/PB,PB,250153,3089,2215,874,"28,29%",3801,2927,874,"22,99%","18,73%",
Cariré/CE,CE,230310,13396,9314,4082,"30,47%",14080,10841,3239,"23,00%","24,51%",
Aparecida/PB,PB,250077,5831,4123,1708,"29,29%",6356,4894,1462,"23,00%","21,47%",
Conceição do Lago-Açu/MA,MA,210355,8820,5744,3076,"34,88%",10694,8233,2461,"23,01%","34,01%",
Bodocó/PE,PE,260200,24045,16854,7191,"29,91%",26407,20327,6080,"23,02%","23,01%",
Castelo do Piauí/PI,PI,220260,13153,9414,3739,"28,43%",15127,11642,3485,"23,04%","18,96%",
Tucano/BA,BA,293190,38046,26864,11182,"29,39%",39223,30185,9038,"23,04%","21,60%",
São João do Arraial/PI,PI,220997,5032,3206,1826,"36,29%",6222,4788,1434,"23,05%","36,49%",
Almadina/BA,BA,290090,4742,3233,1509,"31,82%",4230,3255,975,"23,05%","27,57%",
Granjeiro/CE,CE,230480,3279,2275,1004,"30,62%",3825,2943,882,"23,06%","24,69%",
Poço Branco/RN,RN,241010,9861,6938,2923,"29,64%",9758,7508,2250,"23,06%","22,21%",
Japoatã/SE,SE,280340,9034,6248,2786,"30,84%",10212,7857,2355,"23,06%","25,22%",
Santa Luzia/MA,MA,211000,47323,31565,15758,"33,30%",41772,32131,9641,"23,08%","30,69%",
Santo Antônio dos Lopes/MA,MA,211030,10066,6989,3077,"30,57%",10933,8410,2523,"23,08%","24,51%",
Brejo do Cruz/PB,PB,250280,9794,6701,3093,"31,58%",10885,8373,2512,"23,08%","26,92%",
Frecheirinha/CE,CE,230450,9093,6062,3031,"33,33%",12049,9267,2782,"23,09%","30,73%",
São Vicente Férrer/PE,PE,261380,12123,8403,3720,"30,69%",13026,10017,3009,"23,10%","24,72%",
Aracoiaba/CE,CE,230120,18645,13038,5607,"30,07%",20213,15542,4671,"23,11%","23,16%",
Caririaçu/CE,CE,230320,18461,12608,5853,"31,70%",20391,15678,4713,"23,11%","27,10%",
Jitaúna/BA,BA,291830,10405,7313,3092,"29,72%",11482,8829,2653,"23,11%","22,25%",
Parazinho/RN,RN,240880,3296,2211,1085,"32,92%",3703,2847,856,"23,12%","29,78%",
Graccho Cardoso/SE,SE,280260,4150,2907,1243,"29,95%",4620,3551,1069,"23,14%","22,75%",
Santo Antônio/RN,RN,241150,16294,11341,4953,"30,40%",17736,13631,4105,"23,15%","23,86%",
Várzea/RN,RN,241470,3915,2692,1223,"31,24%",4168,3203,965,"23,15%","25,89%",
São Bento/PB,PB,251390,22852,15177,7675,"33,59%",25808,19834,5974,"23,15%","31,08%",
Abaiara/CE,CE,230010,7513,5285,2228,"29,66%",7810,6001,1809,"23,16%","21,89%",
Ouro Velho/PB,PB,251060,2239,1726,513,"22,91%",2340,1798,542,"23,16%","-1,09%",
Brejo/MA,MA,210210,22133,15511,6622,"29,92%",25499,19588,5911,"23,18%","22,52%",
Angelim/PE,PE,260100,7269,4841,2428,"33,40%",8008,6152,1856,"23,18%","30,61%",
Paraú/RN,RN,240870,2899,2089,810,"27,94%",2989,2296,693,"23,19%","17,02%",
Várzea da Roça/BA,BA,293305,10166,7222,2944,"28,96%",11217,8614,2603,"23,21%","19,87%",
Afonso Cunha/MA,MA,210010,3687,2410,1277,"34,64%",4311,3310,1001,"23,22%","32,96%",
Simões/PI,PI,221070,9702,6742,2960,"30,51%",10997,8443,2554,"23,22%","23,88%",
São José de Princesa/PB,PB,251455,3084,2125,959,"31,10%",2730,2096,634,"23,22%","25,32%",
