Cidade,UF,,,População,População sem Água,População sem Esgoto,População sem coleta de lixo
Cajueiro da Praia,PI,Cajueiro da Praia/PI,220208,7957,--,--,"47,22%"
Cajazeiras do Piauí,PI,Cajazeiras do Piauí/PI,220207,3108,"64,19%",--,"66,70%"
Cabeceiras do Piauí,PI,Cabeceiras do Piauí/PI,220205,10212,"79,01%",--,"83,66%"
Buriti dos Montes,PI,Buriti dos Montes/PI,220202,7434,"6,67%",--,"46,19%"
Buriti dos Lopes,PI,Buriti dos Lopes/PI,220200,19654,"91,70%",--,--
Brejo do Piauí,PI,Brejo do Piauí/PI,220198,3904,"55,23%",--,--
Brasileira,PI,Brasileira/PI,220196,8436,"47,80%",--,"46,66%"
Boqueirão do Piauí,PI,Boqueirão do Piauí/PI,220194,6545,"1,82%",--,"56,62%"
Bonfim do Piauí,PI,Bonfim do Piauí/PI,220192,5913,"82,41%",--,"69,66%"
Bom Princípio do Piauí,PI,Bom Princípio do Piauí/PI,220191,5636,--,--,--
Bom Jesus,PI,Bom Jesus/PI,220190,28796,"12,74%",--,"34,02%"
Boa Hora,PI,Boa Hora/PI,220177,6902,"44,94%",--,"75,49%"
Betânia do Piauí,PI,Betânia do Piauí/PI,220173,6220,--,--,"72,09%"
Bertolínia,PI,Bertolínia/PI,220170,5562,"20,62%",--,"64,90%"
Beneditinos,PI,Beneditinos/PI,220160,9929,"45,10%",--,--
Belém do Piauí,PI,Belém do Piauí/PI,220157,3423,"29,71%",--,"41,57%"
Bela Vista do Piauí,PI,Bela Vista do Piauí/PI,220155,4091,--,--,"67,07%"
Batalha,PI,Batalha/PI,220150,26300,"55,39%",--,--
Barro Duro,PI,Barro Duro/PI,220140,6640,"20,44%",--,"9,64%"
Barreiras do Piauí,PI,Barreiras do Piauí/PI,220130,3264,"34,41%",--,"69,36%"
Barras,PI,Barras/PI,220120,47938,"60,40%",--,"55,63%"
Barra D'Alcântara,PI,Barra D'Alcântara/PI,220117,3995,--,--,--
Baixa Grande do Ribeiro,PI,Baixa Grande do Ribeiro/PI,220115,13272,"60,79%",--,"39,72%"
Avelino Lopes,PI,Avelino Lopes/PI,220110,10866,"33,06%",--,"39,67%"
Assunção do Piauí,PI,Assunção do Piauí/PI,220105,7452,"32,90%",--,"46,32%"
Arraial,PI,Arraial/PI,220100,4520,"60,77%",--,"45,88%"
Aroazes,PI,Aroazes/PI,220090,5369,"28,24%",--,"32,99%"
Anísio de Abreu,PI,Anísio de Abreu/PI,220070,9407,"38,66%",--,"30,90%"
Angical do Piauí,PI,Angical do Piauí/PI,220060,6827,"35,99%",--,"28,23%"
Amarante,PI,Amarante/PI,220050,17234,"44,02%",--,"48,93%"
Alvorada do Gurguéia,PI,Alvorada do Gurguéia/PI,220045,5322,"2,29%",--,"49,68%"
Alto Longá,PI,Alto Longá/PI,220030,13479,"72,19%",--,--
Alegrete do Piauí,PI,Alegrete do Piauí/PI,220027,4634,"13,68%",--,--
Alagoinha do Piauí,PI,Alagoinha do Piauí/PI,220025,6819,"59,82%",--,"26,75%"
Agricolândia,PI,Agricolândia/PI,220010,4940,"28,20%",--,"32,31%"
Acauã,PI,Acauã/PI,220005,6420,"70,45%",--,"68,85%"
Zé Doca,MA,Zé Doca/MA,211400,40801,"87,14%",--,"3,92%"
Vitorino Freire,MA,Vitorino Freire/MA,211300,30845,"87,16%",--,"46,51%"
Vitória do Mearim,MA,Vitória do Mearim/MA,211290,30805,"44,93%",--,--
Vila Nova dos Martírios,MA,Vila Nova dos Martírios/MA,211285,10362,"48,38%",--,--
Viana,MA,Viana/MA,211280,51442,--,--,"41,12%"
Vargem Grande,MA,Vargem Grande/MA,211270,43261,"83,56%",--,"39,54%"
Urbano Santos,MA,Urbano Santos/MA,211260,32812,"86,62%",--,"39,05%"
Turilândia,MA,Turilândia/MA,211245,31638,"79,17%",--,--
Turiaçu,MA,Turiaçu/MA,211240,37491,"75,99%",--,"59,99%"
Tuntum,MA,Tuntum/MA,211230,36251,"56,63%",--,"56,57%"
Tufilândia,MA,Tufilândia/MA,211227,5507,"81,84%",--,--
Trizidela do Vale,MA,Trizidela do Vale/MA,211223,22484,"14,27%",--,"11,05%"
Timbiras,MA,Timbiras/MA,211210,26484,"52,81%",--,"24,48%"
Sucupira do Riachão,MA,Sucupira do Riachão/MA,211195,4985,"22,95%",--,"35,01%"
Sucupira do Norte,MA,Sucupira do Norte/MA,211190,10238,"59,61%",--,0%
Sítio Novo,MA,Sítio Novo/MA,211180,17074,--,--,"70,57%"
Serrano do Maranhão,MA,Serrano do Maranhão/MA,211178,10202,--,--,"0,08%"
Senador La Rocque,MA,Senador La Rocque/MA,211176,14700,"37,03%",--,--
Senador Alexandre Costa,MA,Senador Alexandre Costa/MA,211174,10207,"1,32%",--,"32,97%"
Satubinha,MA,Satubinha/MA,211172,8784,"82,46%",--,"65,85%"
São Vicente Ferrer,MA,São Vicente Ferrer/MA,211170,19498,"83,47%",--,--
São Roberto,MA,São Roberto/MA,211167,4544,--,--,--
São Raimundo do Doca Bezerra,MA,São Raimundo do Doca Bezerra/MA,211163,5650,"0,18%",--,"34,02%"
São Raimundo das Mangabeiras,MA,São Raimundo das Mangabeiras/MA,211160,18672,"36,44%",--,"29,25%"
São Pedro dos Crentes,MA,São Pedro dos Crentes/MA,211157,5783,--,--,--
São Pedro da Água Branca,MA,São Pedro da Água Branca/MA,211153,14338,"73,50%",--,"1,94%"
São Mateus do Maranhão,MA,São Mateus do Maranhão/MA,211150,38829,"67,22%",--,"17,59%"
São Luís Gonzaga do Maranhão,MA,São Luís Gonzaga do Maranhão/MA,211140,17818,"70,18%",--,--
São José dos Basílios,MA,São José dos Basílios/MA,211125,6957,"62,53%",--,--
São João dos Patos,MA,São João dos Patos/MA,211110,25020,"13,99%",--,"16,07%"
São João do Soter,MA,São João do Soter/MA,211107,16889,"4,77%",--,"63,28%"
São João do Paraíso,MA,São João do Paraíso/MA,211105,9904,"50,24%",--,"51,42%"
São João do Carú,MA,São João do Carú/MA,211102,12251,--,--,--
São João Batista,MA,São João Batista/MA,211100,18544,"88,23%",--,--
São Francisco do Maranhão,MA,São Francisco do Maranhão/MA,211090,12064,"67,85%",--,--
São Francisco do Brejão,MA,São Francisco do Brejão/MA,211085,9051,"57,42%",--,"31,65%"
São Félix de Balsas,MA,São Félix de Balsas/MA,211080,4402,"86,57%",--,--
São Domingos do Maranhão,MA,São Domingos do Maranhão/MA,211070,34034,"46,72%",--,"47,94%"
São Domingos do Azeitão,MA,São Domingos do Azeitão/MA,211065,7992,"77,24%",--,"29,44%"
São Bernardo,MA,São Bernardo/MA,211060,26943,"78,91%",--,"3,50%"
São Bento,MA,São Bento/MA,211050,46395,"53,40%",--,"35,34%"
São Benedito do Rio Preto,MA,São Benedito do Rio Preto/MA,211040,18364,"70,80%",--,"41,85%"
Santo Antônio dos Lopes,MA,Santo Antônio dos Lopes/MA,211030,14304,"61,09%",--,--
Santo Amaro do Maranhão,MA,Santo Amaro do Maranhão/MA,211027,13949,--,--,"75,16%"
Santana do Maranhão,MA,Santana do Maranhão/MA,211023,10567,"22,73%",--,--
Santa Rita,MA,Santa Rita/MA,211020,37035,"59,28%",--,--
Santa Quitéria do Maranhão,MA,Santa Quitéria do Maranhão/MA,211010,23957,"55,89%",--,"51,91%"
Santa Luzia do Paruá,MA,Santa Luzia do Paruá/MA,211003,24307,"71,47%",--,"24,59%"
Santa Luzia,MA,Santa Luzia/MA,211000,57635,"58,21%",--,"60,31%"
Santa Inês,MA,Santa Inês/MA,210990,85014,"50,25%",--,"5,90%"
Santa Helena,MA,Santa Helena/MA,210980,41561,Sem Atendimento,--,"50,35%"
Santa Filomena do Maranhão,MA,Santa Filomena do Maranhão/MA,210975,6697,"74,23%",--,"67,52%"
Sambaíba,MA,Sambaíba/MA,210970,5568,"57,88%",--,"56,07%"
Rosário,MA,Rosário/MA,210960,38475,"3,40%",--,"43,98%"
Ribamar Fiquene,MA,Ribamar Fiquene/MA,210955,7420,--,--,--
Riachão,MA,Riachão/MA,210950,22145,"54,10%",--,"50,48%"
Raposa,MA,Raposa/MA,210945,30839,--,--,"28,66%"
Primeira Cruz,MA,Primeira Cruz/MA,210940,13614,"72,85%",--,"70,43%"
Presidente Vargas,MA,Presidente Vargas/MA,210930,10549,"73,32%",--,"71,56%"
Presidente Sarney,MA,Presidente Sarney/MA,210927,17511,"72,53%",--,"28,05%"
Presidente Juscelino,MA,Presidente Juscelino/MA,210920,11356,"81,59%",--,"48,18%"
Presidente Dutra,MA,Presidente Dutra/MA,210910,45155,"65,62%",--,"22,49%"
Porto Rico do Maranhão,MA,Porto Rico do Maranhão/MA,210905,5954,"60,75%",--,"59,98%"
Poção de Pedras,MA,Poção de Pedras/MA,210890,17161,"62,97%",--,"51,35%"
Pirapemas,MA,Pirapemas/MA,210880,17714,"58,47%",--,"60,48%"
Pio XII,MA,Pio XII/MA,210870,21886,"48,28%",--,--
Pinheiro,MA,Pinheiro/MA,210860,84621,"75,65%",--,"31,10%"
Pindaré-Mirim,MA,Pindaré-Mirim/MA,210850,31429,"54,08%",--,"23,38%"
Peritoró,MA,Peritoró/MA,210845,20479,"85,51%",--,"48,04%"
Peri Mirim,MA,Peri Mirim/MA,210840,11108,"85,50%",--,--
Penalva,MA,Penalva/MA,210830,32511,"85,43%",--,"35,47%"
Pedro do Rosário,MA,Pedro do Rosário/MA,210825,24320,"5,43%",--,"37,25%"
Pedreiras,MA,Pedreiras/MA,210820,37050,"17,55%",--,"11,77%"
Paulo Ramos,MA,Paulo Ramos/MA,210810,20341,"91,98%",--,"46,42%"
Paulino Neves,MA,Paulino Neves/MA,210805,17056,Sem Atendimento,--,"67,95%"
Pastos Bons,MA,Pastos Bons/MA,210800,18802,"0,54%",--,"32,16%"
Passagem Franca,MA,Passagem Franca/MA,210790,17220,"1,28%",--,--
Parnarama,MA,Parnarama/MA,210780,31250,"0,48%",--,"56,80%"
Paraibano,MA,Paraibano/MA,210770,18274,"53,50%",--,0%
Palmeirândia,MA,Palmeirândia/MA,210760,21059,"83,78%",--,--
Olinda Nova do Maranhão,MA,Olinda Nova do Maranhão/MA,210745,13577,--,--,--
Olho d'Água das Cunhãs,MA,Olho d'Água das Cunhãs/MA,210740,17919,"89,67%",--,"43,75%"
Nova Olinda do Maranhão,MA,Nova Olinda do Maranhão/MA,210735,14314,"51,86%",--,"31,74%"
Nova Iorque,MA,Nova Iorque/MA,210730,4320,"56,46%",--,--
Nova Colinas,MA,Nova Colinas/MA,210725,5021,"39,26%",--,"44,79%"
Nina Rodrigues,MA,Nina Rodrigues/MA,210720,14176,"66,43%",--,"68,65%"
Morros,MA,Morros/MA,210710,18554,"82,73%",--,"46,82%"
Montes Altos,MA,Montes Altos/MA,210700,9106,"48,19%",--,--
Monção,MA,Monção/MA,210690,27751,"79,32%",--,"26,13%"
Mirinzal,MA,Mirinzal/MA,210680,13978,"84,42%",--,"42,77%"
Miranda do Norte,MA,Miranda do Norte/MA,210675,23864,"97,77%",--,"20,80%"
Mirador,MA,Mirador/MA,210670,21030,"89,39%",--,--
Milagres do Maranhão,MA,Milagres do Maranhão/MA,210667,8818,--,--,"78,34%"
Matões do Norte,MA,Matões do Norte/MA,210663,17432,"78,86%",--,"65,79%"
Matões,MA,Matões/MA,210660,32174,--,--,"56,49%"
Mata Roma,MA,Mata Roma/MA,210640,17090,"85,85%",--,"41,49%"
Maranhãozinho,MA,Maranhãozinho/MA,210637,13761,"83,78%",--,"33,84%"
Marajá do Sena,MA,Marajá do Sena/MA,210635,7027,"41,23%",--,"82,92%"
Maracaçumé,MA,Maracaçumé/MA,210632,21149,--,--,"31,44%"
Magalhães de Almeida,MA,Magalhães de Almeida/MA,210630,13807,0%,--,"38,44%"
Luís Domingues,MA,Luís Domingues/MA,210620,7161,"60,02%",--,"15,49%"
Loreto,MA,Loreto/MA,210610,11597,"50,05%",--,"51,79%"
Lima Campos,MA,Lima Campos/MA,210600,11297,"39,46%",--,"39,94%"
Lajeado Novo,MA,Lajeado Novo/MA,210598,7057,"53,90%",--,"0,09%"
Lagoa Grande do Maranhão,MA,Lagoa Grande do Maranhão/MA,210596,11411,0%,--,"64,95%"
Lago dos Rodrigues,MA,Lago dos Rodrigues/MA,210594,8758,"0,03%",--,"37,81%"
Lagoa do Mato,MA,Lagoa do Mato/MA,210592,10572,"5,90%",--,"59,23%"
Lago Verde,MA,Lago Verde/MA,210590,14769,"83,05%",--,"50,31%"
Lago do Junco,MA,Lago do Junco/MA,210580,9506,"68,74%",--,"63,59%"
Lago da Pedra,MA,Lago da Pedra/MA,210570,44403,"97,87%",--,"0,97%"
Junco do Maranhão,MA,Junco do Maranhão/MA,210565,5146,"80,65%",--,"28,80%"
Joselândia,MA,Joselândia/MA,210560,14924,"77,90%",--,"40,36%"
João Lisboa,MA,João Lisboa/MA,210550,24709,"38,83%",--,"15,01%"
Jenipapo dos Vieiras,MA,Jenipapo dos Vieiras/MA,210547,17076,"18,01%",--,"83,70%"
Jatobá,MA,Jatobá/MA,210545,7471,"58,24%",--,"51,63%"
Itinga do Maranhão,MA,Itinga do Maranhão/MA,210542,22513,0%,--,0%
Itaipava do Grajaú,MA,Itaipava do Grajaú/MA,210535,13828,"13,22%",--,--
Igarapé do Meio,MA,Igarapé do Meio/MA,210515,13974,"9,83%",--,"8,34%"
Icatu,MA,Icatu/MA,210510,24794,"91,86%",--,"41,99%"
Humberto de Campos,MA,Humberto de Campos/MA,210500,25680,"87,94%",--,"59,92%"
Guimarães,MA,Guimarães/MA,210490,10290,"36,03%",--,"45,05%"
Grajaú,MA,Grajaú/MA,210480,73872,"14,74%",--,"32,32%"
Graça Aranha,MA,Graça Aranha/MA,210470,6023,"55,62%",--,"48,53%"
Governador Nunes Freire,MA,Governador Nunes Freire/MA,210467,23128,"30,79%",--,"4,88%"
Governador Newton Bello,MA,Governador Newton Bello/MA,210465,10713,"64,81%",--,"64,03%"
Governador Luiz Rocha,MA,Governador Luiz Rocha/MA,210462,7063,"49,30%",--,--
Governador Eugênio Barros,MA,Governador Eugênio Barros/MA,210460,13930,"74,90%",--,"69,96%"
Governador Edison Lobão,MA,Governador Edison Lobão/MA,210455,18411,"1,69%",--,"53,83%"
Governador Archer,MA,Governador Archer/MA,210450,10231,"48,59%",--,"34,63%"
Gonçalves Dias,MA,Gonçalves Dias/MA,210440,17206,"66,54%",--,"54,97%"
Godofredo Viana,MA,Godofredo Viana/MA,210430,10186,"70,89%",--,"41,10%"
Fortuna,MA,Fortuna/MA,210420,16976,"65,41%",--,"36,69%"
Fortaleza dos Nogueiras,MA,Fortaleza dos Nogueiras/MA,210410,12640,"88,11%",--,"69,94%"
Formosa da Serra Negra,MA,Formosa da Serra Negra/MA,210409,17719,"48,95%",--,"66,62%"
Fernando Falcão,MA,Fernando Falcão/MA,210408,10873,--,--,"77,01%"
Feira Nova do Maranhão,MA,Feira Nova do Maranhão/MA,210407,8048,--,--,--
Esperantinópolis,MA,Esperantinópolis/MA,210400,18311,"54,67%",--,"20,54%"
Duque Bacelar,MA,Duque Bacelar/MA,210390,10223,"75,33%",--,"49,86%"
Dom Pedro,MA,Dom Pedro/MA,210380,23053,"41,65%",--,--
Davinópolis,MA,Davinópolis/MA,210375,14404,"30,87%",--,"36,82%"
Cururupu,MA,Cururupu/MA,210370,31558,"2,19%",--,"49,84%"
Conceição do Lago-Açu,MA,Conceição do Lago-Açu/MA,210355,14915,"69,23%",--,--
Colinas,MA,Colinas/MA,210350,40316,"52,62%",--,"25,59%"
Coelho Neto,MA,Coelho Neto/MA,210340,41658,"89,84%",--,"17,76%"
Chapadinha,MA,Chapadinha/MA,210320,81386,"55,99%",--,"50,85%"
Centro Novo do Maranhão,MA,Centro Novo do Maranhão/MA,210317,16267,--,--,"68,69%"
Centro do Guilherme,MA,Centro do Guilherme/MA,210315,12342,0%,--,"43,53%"
Central do Maranhão,MA,Central do Maranhão/MA,210312,7094,--,--,"43,61%"
Cedral,MA,Cedral/MA,210310,10208,0%,--,--
Carutapera,MA,Carutapera/MA,210290,24238,"88,71%",--,"23,67%"
Carolina,MA,Carolina/MA,210280,24062,"6,49%",--,"32,25%"
Capinzal do Norte,MA,Capinzal do Norte/MA,210275,11374,--,--,--
Cantanhede,MA,Cantanhede/MA,210270,24303,"71,47%",--,35%
Cândido Mendes,MA,Cândido Mendes/MA,210260,19932,"82,18%",--,"44,81%"
Campestre do Maranhão,MA,Campestre do Maranhão/MA,210255,12301,"0,94%",--,"21,31%"
Cajari,MA,Cajari/MA,210250,16412,"90,81%",--,"76,80%"
Cajapió,MA,Cajapió/MA,210240,10121,"78,52%",--,70%
Cachoeira Grande,MA,Cachoeira Grande/MA,210237,9732,"2,22%",--,--
Buriticupu,MA,Buriticupu/MA,210232,55499,"18,57%",--,"72,97%"
Buriti Bravo,MA,Buriti Bravo/MA,210230,22455,"27,27%",--,"25,79%"
Buriti,MA,Buriti/MA,210220,29685,"87,87%",--,--
Brejo de Areia,MA,Brejo de Areia/MA,210215,9218,"17,24%",--,"48,81%"
Brejo,MA,Brejo/MA,210210,34120,"76,18%",--,"63,01%"
Bom Lugar,MA,Bom Lugar/MA,210207,12212,"61,69%",--,"61,10%"
Bom Jesus das Selvas,MA,Bom Jesus das Selvas/MA,210203,28599,"0,03%",--,"30,07%"
Bom Jardim,MA,Bom Jardim/MA,210200,33100,"61,15%",--,"33,09%"
Boa Vista do Gurupi,MA,Boa Vista do Gurupi/MA,210197,7574,"18,14%",--,"28,86%"
Bernardo do Mearim,MA,Bernardo do Mearim/MA,210193,5840,"70,74%",--,--
Bequimão,MA,Bequimão/MA,210190,19584,--,--,"73,96%"
Benedito Leite,MA,Benedito Leite/MA,210180,5469,"39,97%",--,--
Bela Vista do Maranhão,MA,Bela Vista do Maranhão/MA,210177,11750,--,--,--
Belágua,MA,Belágua/MA,210173,8460,"10,17%",--,"62,17%"
Barra do Corda,MA,Barra do Corda/MA,210160,84532,"60,22%",--,"4,80%"
Barão de Grajaú,MA,Barão de Grajaú/MA,210150,18984,"46,93%",--,"0,86%"
Bacurituba,MA,Bacurituba/MA,210135,5252,"30,39%",--,--
Bacuri,MA,Bacuri/MA,210130,16290,"79,50%",--,"63,17%"
Bacabeira,MA,Bacabeira/MA,210125,16966,"79,95%",--,--
Axixá,MA,Axixá/MA,210110,11790,"83,58%",--,"32,15%"
Arari,MA,Arari/MA,210100,29472,"0,58%",--,"49,10%"
Arame,MA,Arame/MA,210095,25517,"71,22%",--,"72,15%"
Araioses,MA,Araioses/MA,210090,39052,"82,23%",--,"50,75%"
Araguanã,MA,Araguanã/MA,210087,11181,"82,94%",--,"61,56%"
Apicum-Açu,MA,Apicum-Açu/MA,210083,17519,"0,82%",--,--
Anapurus,MA,Anapurus/MA,210080,13793,"50,06%",--,"48,60%"
Anajatuba,MA,Anajatuba/MA,210070,25322,"12,33%",--,"64,46%"
Amarante do Maranhão,MA,Amarante do Maranhão/MA,210060,37085,"86,08%",--,--
Amapá do Maranhão,MA,Amapá do Maranhão/MA,210055,7170,--,--,--
Alto Alegre do Pindaré,MA,Alto Alegre do Pindaré/MA,210047,25710,"65,90%",--,"68,40%"
Alto Alegre do Maranhão,MA,Alto Alegre do Maranhão/MA,210043,24048,"23,84%",--,"7,10%"
Altamira do Maranhão,MA,Altamira do Maranhão/MA,210040,6447,"89,69%",--,"53,47%"
Aldeias Altas,MA,Aldeias Altas/MA,210030,23286,"70,69%",--,"41,25%"
Alcântara,MA,Alcântara/MA,210020,18467,"65,80%",--,--
Água Doce do Maranhão,MA,Água Doce do Maranhão/MA,210015,12142,"15,75%",--,"58,82%"
Afonso Cunha,MA,Afonso Cunha/MA,210010,6144,"82,78%",--,--
Xambioá,TO,Xambioá/TO,172210,10517,"12,15%",--,--
Wanderlândia,TO,Wanderlândia/TO,172208,10522,"39,50%",--,"16,46%"
Tupiratins,TO,Tupiratins/TO,172130,1874,"28,92%",--,"46,64%"
Tupirama,TO,Tupirama/TO,172125,1909,"2,93%",--,"44,21%"
Tocantínia,TO,Tocantínia/TO,172110,7459,"27,85%",--,"49,90%"
Taipas do Tocantins,TO,Taipas do Tocantins/TO,172093,2021,"5,10%",--,--
Sucupira,TO,Sucupira/TO,172085,1577,"12,11%",--,"36,53%"
Silvanópolis,TO,Silvanópolis/TO,172065,5108,"21,40%",--,"15,64%"
São Valério,TO,São Valério/TO,172049,4422,"25,64%",--,"38,20%"
São Sebastião do Tocantins,TO,São Sebastião do Tocantins/TO,172030,4100,"23,34%",--,"23,34%"
São Salvador do Tocantins,TO,São Salvador do Tocantins/TO,172025,2385,"18,49%",--,"43,23%"
São Miguel do Tocantins,TO,São Miguel do Tocantins/TO,172020,13241,"23,48%",--,"37,32%"
São Félix do Tocantins,TO,São Félix do Tocantins/TO,172015,1783,"2,30%",--,"35,33%"
São Bento do Tocantins,TO,São Bento do Tocantins/TO,172010,5654,"11,67%",--,--
Santa Terezinha do Tocantins,TO,Santa Terezinha do Tocantins/TO,172000,2406,"4,82%",--,"32,25%"
Santa Tereza do Tocantins,TO,Santa Tereza do Tocantins/TO,171900,2781,"3,92%",--,"37,47%"
Santa Rosa do Tocantins,TO,Santa Rosa do Tocantins/TO,171890,4653,"38,79%",--,"18,33%"
Santa Rita do Tocantins,TO,Santa Rita do Tocantins/TO,171889,2219,"59,31%",--,"53,22%"
Santa Maria do Tocantins,TO,Santa Maria do Tocantins/TO,171888,2680,"21,49%",--,"43,13%"
Santa Fé do Araguaia,TO,Santa Fé do Araguaia/TO,171886,7216,--,--,"16,85%"
Sandolândia,TO,Sandolândia/TO,171884,3723,"5,16%",--,"34,03%"
Sampaio,TO,Sampaio/TO,171880,4215,"8,85%",--,--
Rio Sono,TO,Rio Sono/TO,171875,4841,"53,15%",--,"55,48%"
Rio dos Bois,TO,Rio dos Bois/TO,171870,2738,"3,94%",--,"37,91%"
Rio da Conceição,TO,Rio da Conceição/TO,171865,1768,0%,--,"3,85%"
Riachinho,TO,Riachinho/TO,171855,3960,"8,11%",--,"51,57%"
Recursolândia,TO,Recursolândia/TO,171850,3421,"21,48%",--,"47,82%"
Pugmil,TO,Pugmil/TO,171845,2193,"11,86%",--,"22,48%"
Presidente Kennedy,TO,Presidente Kennedy/TO,171840,3047,"7,09%",--,"8,11%"
Porto Alegre do Tocantins,TO,Porto Alegre do Tocantins/TO,171800,2866,"0,63%",--,"24,28%"
Ponte Alta do Tocantins,TO,Ponte Alta do Tocantins/TO,171790,7586,"22,13%",--,"39,45%"
Ponte Alta do Bom Jesus,TO,Ponte Alta do Bom Jesus/TO,171780,4220,"20,14%",--,--
Pium,TO,Pium/TO,171750,7128,"39,94%",--,"43,52%"
Piraquê,TO,Piraquê/TO,171720,2282,"57,62%",--,"47,41%"
Pindorama do Tocantins,TO,Pindorama do Tocantins/TO,171700,4478,"22,26%",--,--
Colméia,TO,Colméia/TO,171670,8941,"26,03%",--,"29,87%"
Pequizeiro,TO,Pequizeiro/TO,171665,4921,38%,--,37%
Pedro Afonso,TO,Pedro Afonso/TO,171650,14055,"0,68%",--,"3,02%"
Pau D'Arco,TO,Pau D'Arco/TO,171630,4043,"8,58%",--,"2,25%"
Paranã,TO,Paranã/TO,171620,10542,"45,50%",--,"54,56%"
Palmeirópolis,TO,Palmeirópolis/TO,171575,6975,"18,49%",--,"15,15%"
Palmeirante,TO,Palmeirante/TO,171570,4798,"42,64%",--,"47,89%"
Oliveira de Fátima,TO,Oliveira de Fátima/TO,171550,1164,--,--,--
Novo Jardim,TO,Novo Jardim/TO,171525,2230,"9,01%",--,"10,31%"
Novo Alegre,TO,Novo Alegre/TO,171515,1846,0%,--,"25,73%"
Novo Acordo,TO,Novo Acordo/TO,171510,3969,"3,53%",--,"20,96%"
Nova Rosalândia,TO,Nova Rosalândia/TO,171500,3362,"19,19%",--,"35,07%"
Nova Olinda,TO,Nova Olinda/TO,171488,10367,"30,14%",--,"0,14%"
Nazaré,TO,Nazaré/TO,171430,4521,"12,48%",--,"11,52%"
Natividade,TO,Natividade/TO,171420,8754,"20,05%",--,"14,32%"
Muricilândia,TO,Muricilândia/TO,171395,3367,"9,47%",--,"36,86%"
Palmeiras do Tocantins,TO,Palmeiras do Tocantins/TO,171380,4872,"43,68%",--,"21,06%"
Monte Santo do Tocantins,TO,Monte Santo do Tocantins/TO,171370,2396,"5,26%",--,"79,38%"
Monte do Carmo,TO,Monte do Carmo/TO,171360,5694,"36,39%",--,"84,19%"
Miranorte,TO,Miranorte/TO,171330,12701,"12,57%",--,"8,20%"
Miracema do Tocantins,TO,Miracema do Tocantins/TO,171320,18566,"13,28%",--,"8,63%"
Maurilândia do Tocantins,TO,Maurilândia do Tocantins/TO,171280,3095,"21,20%",--,"33,18%"
Mateiros,TO,Mateiros/TO,171270,2748,"41,45%",--,"51,86%"
Marianópolis do Tocantins,TO,Marianópolis do Tocantins/TO,171250,4615,"21,13%",--,"36,25%"
Luzinópolis,TO,Luzinópolis/TO,171245,2717,"9,50%",--,"26,39%"
Lizarda,TO,Lizarda/TO,171240,2999,"10,10%",--,"30,78%"
Lavandeira,TO,Lavandeira/TO,171215,1626,"36,29%",--,"32,29%"
Lajeado,TO,Lajeado/TO,171200,3357,"2,41%",--,"13,61%"
Lagoa do Tocantins,TO,Lagoa do Tocantins/TO,171195,3516,"9,44%",--,"28,30%"
Lagoa da Confusão,TO,Lagoa da Confusão/TO,171190,15288,"37,98%",--,--
Juarina,TO,Juarina/TO,171180,2243,"9,59%",--,"15,29%"
Jaú do Tocantins,TO,Jaú do Tocantins/TO,171150,3334,"26,33%",--,"61,07%"
Itaporã do Tocantins,TO,Itaporã do Tocantins/TO,171110,2404,"9,98%",--,"35,98%"
Itapiratins,TO,Itapiratins/TO,171090,3577,"58,04%",--,"40,37%"
Ipueiras,TO,Ipueiras/TO,170980,1590,"18,18%",--,"41,32%"
Goiatins,TO,Goiatins/TO,170900,12433,"58,98%",--,"19,57%"
Goianorte,TO,Goianorte/TO,170830,4738,"48,97%",--,"36,68%"
Formoso do Araguaia,TO,Formoso do Araguaia/TO,170820,18881,"27,64%",--,"20,49%"
Filadélfia,TO,Filadélfia/TO,170770,7712,"34,89%",--,"10,58%"
Figueirópolis,TO,Figueirópolis/TO,170765,5211,"24,08%",--,"24,47%"
Fátima,TO,Fátima/TO,170755,3467,"3,40%",--,"6,40%"
Dueré,TO,Dueré/TO,170730,4248,"9,23%",--,"32,91%"
Divinópolis do Tocantins,TO,Divinópolis do Tocantins/TO,170710,7024,"21,24%",--,"29,40%"
Dianópolis,TO,Dianópolis/TO,170700,17739,"13,96%",--,"0,46%"
Darcinópolis,TO,Darcinópolis/TO,170650,5827,--,--,"29,04%"
Crixás do Tocantins,TO,Crixás do Tocantins/TO,170625,1470,"11,43%",--,"46,46%"
Cristalândia,TO,Cristalândia/TO,170610,6371,"18,11%",--,"18,69%"
Couto Magalhães,TO,Couto Magalhães/TO,170600,5331,"3,32%",--,--
Conceição do Tocantins,TO,Conceição do Tocantins/TO,170560,3887,"4,40%",--,"30,33%"
Combinado,TO,Combinado/TO,170555,4756,"14,34%",--,"14,42%"
Chapada da Natividade,TO,Chapada da Natividade/TO,170510,3117,"29,68%",--,--
Chapada de Areia,TO,Chapada de Areia/TO,170460,1501,"38,11%",--,"49,23%"
Centenário,TO,Centenário/TO,170410,2131,"33,97%",--,"41,34%"
Caseara,TO,Caseara/TO,170390,4847,"4,50%",--,"41,53%"
Carmolândia,TO,Carmolândia/TO,170388,2201,"15,13%",--,"25,94%"
Cariri do Tocantins,TO,Cariri do Tocantins/TO,170386,4007,"27,45%",--,"50,56%"
Campos Lindos,TO,Campos Lindos/TO,170384,8653,"40,80%",--,"40,74%"
